text,label
urgent ur guaranteed award is still unclaimed call now closingdate claimcode mm pmmorefrommobilebremoved mobypoboxlsyf,spam
nothing but we jus tot u would ask cos u ba gua but we went mt faber yest yest jus went out already mah so today not going out jus call lor,spam
wishing you and your family merry x mas and happy new year in advance,spam
ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme tscswinawk age perwksub,spam
i m nt goin got somethin on unless they meetin dinner lor haha i wonder who will go tis time,spam
sorry i ll call later,spam
i cant pick the phone right now pls send a message,spam
lol i know they re so dramatic schools already closed for tomorrow apparently we can t drive in the inch of snow were supposed to get,spam
not getting anywhere with this damn job hunting over here,spam
lol u drunkard just doing my hair at d moment yeah still up tonight wats the plan,spam
idc get over here you are not weaseling your way out of this shit twice in a row,spam
i wil be there with in lt gt minutes got any space,spam
just sleeping and surfing,spam
thanks for picking up the trash,spam
why don t you go tell your friend you re not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,spam
hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx,spam
happy new year my dear brother i really do miss you just got your number and decided to send you this text wishing you only happiness abiola,spam
that means get the door,spam
your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,spam
hmmm i thought we said hours slave not you are late how should i punish you,spam
beerage,spam
you have an important customer service announcement from premier call freephone now,spam
dont think so it turns off like randomlly within min of opening,spam
she was supposed to be but couldn t make it she s still in town though,spam
it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure,spam
ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community p sms,spam
free top polyphonic tones call national rate get a toppoly tune sent every week just text subpoly to per pole unsub,spam
gud mrng dear hav a nice day,spam
this is hoping you enjoyed your game yesterday sorry i ve not been in touch but pls know that you are fondly bein thot off have a great week abiola,spam
all e best ur driving tmr,spam
y where u at dogbreath its just sounding like jan c that s al,spam
omg i want to scream i weighed myself and i lost more weight woohoo,spam
there generally isn t one it s an uncountable noun u in the dictionary pieces of research,spam
it s really getting me down just hanging around,spam
orange customer you may now claim your free camera phone upgrade for your loyalty call now on offer ends thmarch t c s apply opt out availa,spam
petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,spam
ok i msg u b i leave my house,spam
gimme a few was lt gt minutes ago,spam
last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox muz sub,spam
appt is at lt time gt am not my fault u don t listen i told u twice,spam
free for st week no nokia tone ur mobile every week just txt nokia to get txting and tell ur mates pobox wwq normp tone,spam
you have won a guaranteed award or even cashto claim ur award call free on stop getstop on php rg jx,spam
k i ll be there before,spam
i dled d its very imp,spam
sure but make sure he knows we ain t smokin yet,spam
boooo you always work just quit,spam
i am taking half day leave bec i am not well,spam
ugh i don t wanna get out of bed it s so warm,spam
s s nervous lt gt,spam
so there s a ring that comes with the guys costumes it s there so they can gift their future yowifes hint hint,spam
congratulations ur awarded either of cd gift vouchers free entry our weekly draw txt music to tncs,spam
i borrow ur bag ok,spam
u were outbid by simonwatson on the shinco dvd plyr bid again visit sms ac smsrewards end bid notifications reply end out,spam
where s my boytoy i miss you what happened,spam
he has lots of used ones babe but the model doesn t help youi have to bring it over and he ll match it up,spam
also are you bringing galileo or dobby,spam
then why you not responding,spam
boo babe u enjoyin yourjob u seemed b gettin on well hunny hope ure ok take care i llspeak u soonlots of loveme xxxx,spam
good afternoon starshine how s my boytoy does he crave me yet ache to fuck me sips cappuccino i miss you babe teasing kiss,spam
on the road so cant txt,spam
smsservices for yourinclusive text credits pls goto login qxj unsubscribe with stop no extra charge help comuk cm ae,spam
p alfie moon s children in need song on ur mob tell ur ms txt tone charity to for nokias or poly charity for polys zed profit charity,spam
have a good evening ttyl,spam
hmm bits and pieces lol sighs,spam
hahaha use your brain dear,spam
hey you got any mail,spam
sorry light turned green i meant another friend wanted lt gt worth but he may not be around,spam
thanks for yesterday sir you have been wonderful hope you enjoyed the burial mojibiola,spam
u have a secret admirer reveal who thinks u r so special call to opt out reply reveal stop per msg recd cust care,spam
hi mate its rv did u hav a nice hol just a message say hello coz haven t sent u in ages started driving so stay off roads rvx,spam
dear voucher holder to claim this weeks offer at you pc please go to ts cs apply to stop texts txt stop to,spam
thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago,spam
surely result will offer,spam
good morning my dear have a great amp successful day,spam
do you want anytime any network mins text and a new video phone for only five pounds per week call or reply for delivery tomorrow,spam
sir i have been late in paying rent for the past few months and had to pay a lt gt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that s why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month s end can you please help thanks,spam
we tried to contact you re our offer of new video phone anytime any network mins half price rental camcorder call or reply for delivery wed,spam
last chance claim ur worth of discount vouchers text yes to now savamob member offers mobile t cs sub remove txt x or stop,spam
i luv u soo much u don t understand how special u r me ring u morrow luv u xxx,spam
pls send me a comprehensive mail about who i m paying when and how much,spam
our prashanthettan s mother passed away last night pray for her and family,spam
urgent call from your landline your complimentary ibiza holiday or cash await collection sae t cs po box sk wp ppm,spam
k k when are you going,spam
meanwhile in the shit suite xavier decided to give us lt gt seconds of warning that samantha was coming over and is playing jay s guitar to impress her or some shit also i don t think doug realizes i don t live here anymore,spam
my stomach has been thru so much trauma i swear i just can t eat i better lose weight,spam
i am in office whats the matter msg me now i will call you at break,spam
yeah there s barely enough room for the two of us x has too many fucking shoes sorry man see you later,spam
today s offer claim ur worth of discount vouchers text yes to now savamob member offers mobile t cs sub unsub reply x,spam
u reach orchard already u wan go buy tickets first,spam
i am real baby i want to bring out your inner tigress,spam
no da if you run that it activate the full version da,spam
ah poor baby hope urfeeling bettersn luv probthat overdose of work hey go careful spk u sn lots of lovejen xxx,spam
stop the story i ve told him i ve returned it and he s saying i should not re order it,spam
talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to and see who you could meet,spam
going to take your babe out,spam
hai ana tomarrow am coming on morning lt decimal gt ill be there in sathy then we ll go to rto office reply me after came to home,spam
spoons it is then okay,spam
did he just say somebody is named tampa,spam
in work now going have in few min,spam
your brother is a genius,spam
sorry i guess whenever i can get a hold of my connections maybe an hour or two i ll text you,spam
did u find out what time the bus is at coz i need to sort some stuff out,spam
dude ive been seeing a lotta corvettes lately,spam
congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call ts cs pm approx mins,spam
same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don t matter,spam
private your account statement for xxxxxx shows un redeemed s i m points call identifier code expires,spam
hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r,spam
what do u want for xmas how about free text messages a new video phone with half price line rental call free now on to find out more,spam
well am officially in a philosophical hole so if u wanna call am at home ready to be saved,spam
its going good no problem but still need little experience to understand american customer voice,spam
i ll text you when i drop x off,spam
ugh its been a long day i m exhausted just want to cuddle up and take a nap,spam
talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil lt gt,spam
shop till u drop is it you either k k cash or travel voucher call now ntt po box crbt fixedline cost ppm mobile vary,spam
are you in castor you need to see something,spam
sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to sp tyrone,spam
u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on,spam
u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on stopsms,spam
reminder you have not downloaded the content you have already paid for goto mymoby tv to collect your content,spam
see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after you need to come home you need to getsleep and if anything you need to b studdying ear training,spam
i love to give massages i use lots of baby oil what is your fave position,spam
dude we should go sup again,spam
yoyyooo u know how to change permissions for a drive in mac my usb flash drive,spam
gibbs unsold mike hussey,spam
i like to talk pa but am not able to i dont know y,spam
y dun cut too short leh u dun like ah she failed she s quite sad,spam
you unbelievable faglord,spam
wife how she knew the time of murder exactly,spam
why do you ask princess,spam
i am great princess what are you thinking about me,spam
nutter cutter ctter cttergg cttargg ctargg ctagg ie you,spam
it s ok i noe u re busy but i m really too bored so i msg u i oso dunno wat colour she choose me one,spam
doesn t g have class early tomorrow and thus shouldn t be trying to smoke at lt gt,spam
superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today,spam
hope you are having a good week just checking in,spam
i m used to it i just hope my agents don t drop me since i ve only booked a few things this year this whole me in boston them in nyc was an experiment,spam
thursday night yeah sure thing we ll work it out then,spam
your free ringtone is waiting to be collected simply text the password mix to to verify get usher and britney fml po box mk h ppw,spam
probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago,spam
how is it possible to teach you and where,spam
i wonder if your phone battery went dead i had to tell you i love you babe,spam
lovely smell on this bus and it ain t tobacco,spam
we re all getting worried over here derek and taylor have already assumed the worst,spam
hey what s up charles sorry about the late reply,spam
all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to,spam
i ll give her once i have it plus she said grinule greet you whenever we speak,spam
white fudge oreos are in stores,spam
january male sale hot gay chat now cheaper call national rate from p min cheap to p min peak to stop texts call p min,spam
my love how come it took you so long to leave for zaher s i got your words on ym and was happy to see them but was sad you had left i miss you,spam
i am sorry it hurt you,spam
can t i feel nauseous i m so pissed i didn t eat any sweets all week cause today i was planning to pig out i was dieting all week and now i m not hungry,spam
ok lor but not too early me still having project meeting now,spam
call me da i am waiting for your call,spam
i could ask carlos if we could get more if anybody else can chip in,spam
was actually about to send you a reminder today have a wonderful weekend,spam
when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl,spam
hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,spam
dont talk to him ever ok its my word,spam
when u wana see it then,spam
on ma way to school can you pls send me ashley s number,spam
it shall be fine i have avalarr now will hollalater,spam
she went to attend another two rounds today but still did t reach home,spam
actually i deleted my old website now i m blogging at magicalsongs blogspot com,spam
k wait chikku il send aftr lt gt mins,spam
but i m on a diet and i ate too many slices of pizza yesterday ugh i m always on a diet,spam
k i will give my kvb acc details,spam
oh all have to come ah,spam
money you r a lucky winner claim your prize text money over million to give away pptx normal text rate box wtjy,spam
i m really sorry i won t b able do this friday hope u can find an alternative hope yr term s going ok,spam
congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go,spam
so do you have samus shoulders yet,spam
what time you think you ll have it need to know when i should be near campus,spam
dear matthew please call from a landline your complimentary lux tenerife holiday or cash await collection ppm sae t cs box skxh,spam
then dun wear jeans lor,spam
since when which side any fever any vomitin,spam
k k are you in college,spam
urgent call from landline your complimentary tenerife holiday or cash await collection sae t cs box hp yf ppm,spam
better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh,spam
no we sell it all so we ll have tons if coins then sell our coins to someone thru paypal voila money back in life pockets,spam
theyre doing it to lots of places only hospitals and medical places are safe,spam
how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community p sms,spam
and also i ve sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,spam
i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones,spam
i cant wait to see you how were the photos were useful,spam
ur cash balance is currently pounds to maximize ur cash in now send go to only p msg cc po box tcr w,spam
hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging,spam
chk in ur belovd ms dict,spam
is that what time you want me to come,spam
awesome lemme know whenever you re around,spam
shb b ok lor thanx,spam
beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,spam
also remember to get dobby s bowl from your car,spam
filthy stories and girls waiting for your,spam
sorry i now then c ur msg yar lor so poor thing but only one night tmr u ll have a brand new room sleep in,spam
love isn t a decision it s a feeling if we could decide who to love then life would be much simpler but then less magical,spam
welp apparently he retired,spam
my sort code is and acc no is the bank is natwest can you reply to confirm i ve sent this to the right person,spam
where,spam
u sure u can t take any sick time,spam
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim m validhrs only,spam
watching cartoon listening music amp at eve had to go temple amp church what about u,spam
yo chad which gymnastics class do you wanna take the site says christians class is full,spam
are you this much buzy,spam
or better still can you catch her and let ask her if she can sell lt gt for me,spam
i am not sure about night menu i know only about noon menu,spam
what do u want when i come back a beautiful necklace as a token of my heart for you thats what i will give but only to my wife of my liking be that and see no one can give you that dont call me i will wait till i come,spam
are you willing to go for aptitude class,spam
it wont b until as trying sort house out is that ok,spam
yar lor he wan go c horse racing today mah so eat earlier lor i ate chicken rice u,spam
haha awesome omw back now then,spam
yup i thk so until e shop closes lor,spam
what is your account number,spam
eh u send wrongly lar,spam
hey no i ad a crap nite was borin without ya boggy with me u boring biatch thanx but u wait til nxt time il ave ya,spam
ok i shall talk to him,spam
dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,spam
hey you can pay with salary de only lt gt,spam
another month i need chocolate weed and alcohol,spam
if he started searching he will get job in few days he have great potential and talent,spam
reckon need to be in town by eightish to walk from carpark,spam
congrats mobile g videophones r yours call now videochat wid your mates play java games dload polyph music noline rentl,spam
look at the fuckin time what the fuck you think is up,spam
yo guess what i just dropped,spam
carlos says he ll be at mu in lt gt minutes,spam
i m in office now i will call you lt gt min,spam
geeee i miss you already you know your all i can think about fuck i can t wait till next year when we will be together loving kiss,spam
yun ah the ubi one say if ü wan call by tomorrow call look for irene ere only got bus ubi cres ubi tech park ph for st wkg days èn,spam
ugh gotta drive back to sd from la my butt is sore,spam
th of july,spam
hi im having the most relaxing time ever we have to get up at am every day was the party good the other night i get home tomorrow at ish,spam
up to ü ü wan come then come lor but i din c any stripes skirt,spam
the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,spam
i can t i don t have her number,spam
change again it s e one next to escalator,spam
yetunde i m in class can you not run water on it to make it ok pls now,spam
not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been,spam
then ü wait me at bus stop aft ur lect lar if i dun c ü then i go get my car then come back n pick ü,spam
aight will do thanks again for comin out,spam
no but heard abt tat,spam
please call our customer service representative on freephone between am pm as you have won a guaranteed cash or prize,spam
yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,spam
lt gt am i think should say on syllabus,spam
umma did she say anything,spam
give me a sec to think think about it,spam
panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd on or call optout,spam
i don t quite know what to do i still can t get hold of anyone i cud pick you up bout pm and we can see if they re in the pub,spam
poyyarikatur kolathupalayam unjalur post erode dis lt gt,spam
dear hero i am leaving to qatar tonite for an apt opportunity pls do keep in touch at lt email gt kerala,spam
lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am,spam
i just got home babe are you still awake,spam
i dunno they close oredi not ü v ma fan,spam
just buy a pizza meat lovers or supreme u get to pick,spam
ya told she was asking wats matter,spam
dear regret i cudnt pick call drove down frm ctla now at cochin home left mobile in car ente style ishtamayoo happy bakrid,spam
free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates pobox wwq normp tone,spam
shall i send that exe to your mail id,spam
nope watching tv at home not going out v bored,spam
don know wait i will check it,spam
good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougar pen,spam
guess what somebody you know secretly fancies you wanna find out who it is give us a call on from landline dateboxessexcmxn p min,spam
we still on for tonight,spam
may i call you later pls,spam
hasn t that been the pattern recently crap weekends,spam
i have a sore throat it s scratches when i talk,spam
yes da any plm at ur office,spam
are you not around or just still asleep v,spam
lol you forgot it eh yes i ll bring it in babe,spam
its good we ll find a way,spam
can not use foreign stamps in this country good lecture,spam
yup bathe liao,spam
happy new year my no man,spam
oh mr sheffield you wanna play that game okay you re the boss and i m the nanny you give me a raise and i ll give you one,spam
zoe it just hit me im fucking shitin myself il defo try my hardest cum morow luv u millions lekdog,spam
hello baby did you get back to your mom s are you setting up the computer now filling your belly how goes it loverboy i miss you already sighs,spam
no my blankets are sufficient thx,spam
naughty little thought its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt,spam
edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm gn ge gnt,spam
they just talking thats it de they wont any other,spam
today am going to college so am not able to atten the class,spam
i m in class will holla later,spam
easy ah sen got selected means its good,spam
mmm thats better now i got a roast down me i d b better if i had a few drinks down me good indian,spam
we know someone who you know that fancies you call to find out who pobox lshb p,spam
come round it s,spam
do thing change that sentence into because i want concentrate in my educational career im leaving here,spam
s flirting now txt girl or bloke ur name age eg girl zoe to to join and get chatting,spam
i walked an hour c u doesn t that show i care y wont u believe im serious,spam
days to euro kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to,spam
are you available for soiree on june rd,spam
do u noe wat time e place dat sells d closes,spam
i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished,spam
jay s getting really impatient and belligerent,spam
hiya comin bristol st week in april les got off rudi on new yrs eve but i was snoring they were drunk u bak at college yet my work sends ink bath,spam
i m at work please call,spam
then u drive lor,spam
ard like dat y,spam
tell me they re female v how re you throwing in we re deciding what all to get now,spam
eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win cash wkent p,spam
i m working technical support voice process networking field,spam
i might come to kerala for days so you can be prepared to take a leave once i finalise dont plan any travel during my visit need to finish urgent works,spam
ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve,spam
we have new local dates in your area lots of new people registered in your area reply date to start now only replys,spam
that s fine i ll bitch at you about it later then,spam
no my mum went dentist,spam
once free call me sir i am waiting for you,spam
meeting u is my work tel me when shall i do my work tomorrow,spam
someone u know has asked our dating service contact you cant guess who call now all will be revealed po box m wu,spam
jus finish bathing,spam
alright i ll make sure the car is back tonight,spam
urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim c validhrs only,spam
dear u ve been invited to xchat this is our final attempt to contact u txt chat to,spam
lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea,spam
aight ill get on fb in a couple minutes,spam
oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,spam
where can download clear movies dvd copies,spam
yep by the pretty sculpture,spam
convey my regards to him,spam
me too watching surya movie only after pm vijay movie pokkiri,spam
you tell what happen dont behave like this to me ok no need to say,spam
can u get pic msgs to your phone,spam
send to someone else,spam
wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,spam
for me the love should start with attraction i should feel that i need her every time around me she should be the first thing which comes in my thoughts i would start the day and end it with her she should be there every time i dream love will be then when my every breath has her name my life should happen around her my life will be named to her i would cry for her will give all my happiness and take all her sorrows i will be ready to fight with anyone for her i will be in love when i will be doing the craziest things for her love will be when i don t have to proove anyone that my girl is the most beautiful lady on the whole planet i will always be singing praises for her love will be when i start up making chicken curry and end up makiing sambar life will be the most beautiful then will get every morning and thank god for the day because she is with me i would like to say a lot will tell later,spam
fr ndship is like a needle of a clock though v r in d same clock v r nt able met evn if v meet itz only few seconds bt v alwys stay conected gud t,spam
i don t think he has spatula hands,spam
you can never do nothing,spam
you are awarded a sipix digital camera call from landline delivery within days t cs box mbp yr warranty ppm p p,spam
goodmorning today i am late for lt decimal gt min,spam
win urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only ppm,spam
please da call me any mistake from my side sorry da pls da goto doctor,spam
where r we meeting,spam
well the weather in cali s great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home,spam
now only i reached home i am very tired now i will come tomorro,spam
ryder unsold now gibbs,spam
dear subscriber ur draw gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to,spam
don t fret i ll buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal address u ll be alright okay,spam
no gifts you trying to get me to throw myself off a cliff or something,spam
been up to ne thing interesting did you have a good birthday when are u wrking nxt i started uni today,spam
you busy or can i come by at some point and figure out what we re doing tomorrow,spam
yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary,spam
black shirt n blue jeans i thk i c ü,spam
aiyah sorry lor i watch tv watch until i forgot check my phone,spam
message important information for o user today is your lucky day find out why log onto there is a fantastic surprise awaiting you,spam
on hen night going with a swing,spam
good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins,spam
from someone not to smoke when every time i ve smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,spam
no you ll just get a headache trying to figure it out u can trust me to do the math i promise o,spam
s s first time dhoni rocks,spam
ok ill tell the company,spam
awesome think we can get an th at usf some time tonight,spam
so that means you still think of teju,spam
no i m good for the movie is it ok if i leave in an hourish,spam
no no this is kallis home ground amla home town is durban,spam
so lets make it saturday or monday as per convenience,spam
hey what time is your driving on fri we go for evaluation on fri,spam
you have won a price to claim call,spam
i m going lunch now wif my family then aft dat i go str orchard lor,spam
bored of speed dating try speedchat txt speedchat to if you don t like em txt swap and get a new chatter chat poboxwwq p msg rcd,spam
cancel cheyyamo and get some money back,spam
do you want anytime any network mins text and a new video phone for only five pounds per week call now or reply for delivery tomorrow,spam
ok ok ok then whats ur todays plan,spam
good morning princess how are you,spam
aiyar sorry lor forgot tell u,spam
for taking part in our mobile survey yesterday you can now have texts use however you wish get txts just send txt to t c p,spam
not tonight mate catching up on some sleep this is my new number by the way,spam
height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gay d,spam
ur hmv quiz cash balance is currently to maximize ur cash in now send hmv to only p msg,spam
so check your errors and if you had difficulties do correction,spam
howz pain hope u r fine,spam
sorry i ll call later,spam
good morning princess how are you,spam
as i entered my cabin my pa said happy b day boss i felt special she askd me lunch after lunch she invited me to her apartment we went there,spam
u wake up already thanx e tau sar piah it s quite nice,spam
k do i need a login or anything,spam
dont forget you can place as many free requests with stchoice co uk as you wish for more information call,spam
lol no just was busy,spam
what u wearing,spam
message some text missing sender name missing number missing sent date missing missing u a lot thats y everything is missing sent via fullonsms com,spam
oh as usual vijay film or its different,spam
i don t know u and u don t know me send chat to now and let s find each other only p msg rcvd hg suite lands row wjhl ldn years or over,spam
have you had a good day mine was really busy are you up to much tomorrow night,spam
and is there a way you can send shade s stuff to her and she has been wonderful too,spam
really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf study,spam
thank you winner notified by sms good luck no future marketing reply stop to customer services,spam
babe i lost you,spam
ok help me ask if she s working tmr a not,spam
i m not driving raining then i ll get caught at e mrt station lor,spam
not a drop in the tank,spam
that said can you text him one more time,spam
sorry i ll call later,spam
ok i go change also,spam
s of girls many local u who r virgins this r ready fil ur every sexual need can u fil theirs text cute to p m,spam
did u find a sitter for kaitlyn i was sick and slept all day yesterday,spam
sorry man accidentally left my phone on silent last night and didn t check it til i got up,spam
hey something came up last min think i wun be signing up tmr hee,spam
he s an adult and would learn from the experience there s no real danger i just dont like peeps using drugs they dont need but no comment,spam
hey there s veggie pizza,spam
yun buying but school got offer plus only,spam
you sure your neighbors didnt pick it up,spam
k i will sent it again,spam
free entry in a wkly comp to win fa cup final tkts st may text fa to to receive entry question std txt rate t c s apply over s,spam
new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct,spam
well im computerless time to make some oreo truffles,spam
haha yeah i see that now be there in a sec,spam
i am not having her number sir,spam
lol now i m after that hot air balloon,spam
ok now i am in bus if i come soon i will come otherwise tomorrow,spam
msgs r not time pass they silently say that i am thinking of u right now and also making u think of me at least a moment gd nt swt drms shesil,spam
yeah we can probably swing by once my roommate finishes up with his girl,spam
got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozade co uk wrc itcould be u,spam
happy new years melody,spam
ü dun need to pick ur gf,spam
yay you better not have told that to other girls either,spam
horrible u eat macs eat until u forgot abt me already rite u take so long reply i thk it s more toot than b so b prepared now wat shall i eat,spam
did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will live do you think i would be the first person die from n v q,spam
just nw i came to hme da,spam
i m outside islands head towards hard rock and you ll run into me,spam
to day class is there are no class,spam
i m in chennai velachery,spam
you flippin your shit yet,spam
k give me a sec breaking a lt gt at cstore,spam
am i that much bad to avoid like this,spam
yo you around just got my car back,spam
annoying isn t it,spam
goodmorning today i am late for lt gt min,spam
there s no point hangin on to mr not right if he s not makin u happy,spam
all will come alive better correct any good looking figure there itself,spam
in that case i guess i ll see you at campus lodge,spam
we re done,spam
come to my home for one last time i wont do anything trust me,spam
i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair,spam
sex up ur mobile with a free sexy pic of jordan just text babe to then every wk get a sexy celeb pocketbabe co uk more pics wk,spam
ok c ya,spam
you have new voicemail please call,spam
what he said is not the matter my mind saying some other matter is there,spam
he also knows about lunch menu only da i know,spam
al he does is moan at me if n e thin goes wrong its my fault al de arguments r my fault fed up of him of himso y bother hav go thanx xx,spam
neft transaction with reference number lt gt for rs lt decimal gt has been credited to the beneficiary account on lt gt at lt time gt lt gt,spam
otherwise had part time job na tuition,spam
i know she called me,spam
me also da i feel yesterday night wait til day night dear,spam
thanks for understanding i ve been trying to tell sura that,spam
win a year supply of cds a store of ur choice worth enter our weekly draw txt music to ts cs,spam
the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p,spam
as a sim subscriber you are selected to receive a bonus get it delivered to your door txt the word ok to no to claim p msg exp apr,spam
i need you to be in my strong arms,spam
also maaaan are you missing out,spam
his bday real is in april,spam
guessin you ain t gonna be here before,spam
ok then i will come to ur home after half an hour,spam
yo the game almost over want to go to walmart soon,spam
yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well,spam
i ll text now all creepy like so he won t think that we forgot,spam
that would be good i ll phone you tomo lunchtime shall i to organise something,spam
you have new voicemail please call,spam
damn can you make it tonight or do you want to just wait til tomorrow,spam
k k i m also fine when will you complete the course,spam
true it is passable and if you get a high score and apply for phd you get years of salary so it makes life easier,spam
no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friends p tone reply hl info,spam
prakesh is there know,spam
teach me apps da when you come to college,spam
rofl betta invest in some anti aging products,spam
you are a winner u have been specially selected receive cash or a holiday flights inc speak to a live operator claim,spam
sir you will receive the account no another hr time sorry for the delay,spam
reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations ph p,spam
so ü ll be submitting da project tmr rite,spam
free entry into our weekly comp just send the word enter to now t c cust care,spam
jus ans me lar u ll noe later,spam
i want to send something that can sell fast lt gt k is not easy money,spam
have got few things to do may be in pub later,spam
s finish meeting call me,spam
lol ok i ll snatch her purse too,spam
edrunk sorry iff pthis makes no senrd dnot no how dancce drum n basq ihave fun nhite x ros xxxxxxx,spam
your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply,spam
how much are we getting,spam
is ur paper in e morn or aft tmr,spam
dear relieved of westonzoyland all going to plan this end too,spam
hope you are having a great new semester do wish you the very best you are made for greatness,spam
oh yes i can speak txt u no hmm did u get email,spam
i want to show you the world princess how about europe,spam
nobody can decide where to eat and dad wants chinese,spam
no shoot me i m in the docs waiting room,spam
now i m going out dinner soon,spam
hello which the site to download songs its urgent pls,spam
i do know what u mean is the king of not havin credit i m goinbed now night night sweet onlymore sleep,spam
horrible gal me in sch doing some stuff how come u got mc,spam
hi hun im not comin nite tell every im sorry me hope u ava goodtime oli rang melnite ifink it mite b sorted but il explain everythin on mon lrs x,spam
i call you later don t have network if urgnt sms me,spam
ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,spam
please call immediately as there is an urgent message waiting for you,spam
